id_atendimento,id_cliente,id_funcionario,unidade,servico,valor,data,forma_pagamento
15914,803,2,Asa Norte,Corte,58.48,2024-12-06,Cartão
15915,2037,38,Asa Sul,Pigmentação,71.06,2026-01-28,Dinheiro
15916,2490,24,Taguatinga,Pigmentação,79.04,2025-10-25,Cartão
15917,1974,5,Ceilândia,Hidratação,76.91,2024-10-26,Pix
15918,1062,39,Asa Sul,Hidratação,113.79,2026-04-20,Pix
15919,723,36,Asa Sul,Sobrancelha,20.63,2025-07-18,Dinheiro
15920,2303,25,Taguatinga,Sobrancelha,20.36,2024-06-12,Cartão
15921,2638,16,Asa Sul,Sobrancelha,26.96,2026-03-13,Dinheiro
15922,2527,28,Ceilândia,Pigmentação,87.64,2025-08-11,Pix
15923,1590,11,Taguatinga,Sobrancelha,32.0,2026-04-25,Pix
15924,2571,27,Asa Sul,Sobrancelha,33.11,2025-01-14,Pix
15925,991,12,Ceilândia,Hidratação,98.07,2025-03-25,Dinheiro
15926,2521,25,Taguatinga,Corte,68.08,2024-09-22,Pix
15927,1306,19,Asa Sul,Corte,54.38,2025-10-20,Cartão
15928,1748,34,Asa Sul,Sobrancelha,24.79,2025-03-30,Pix
15929,1064,33,Asa Sul,Pigmentação,58.74,2025-02-18,Pix
15930,394,22,Taguatinga,Barba,30.66,2025-01-15,Pix
15931,2147,36,Taguatinga,Corte,57.27,2025-10-20,Dinheiro
15932,2661,6,Asa Sul,Pigmentação,78.49,2025-12-13,Cartão
15933,1844,32,Asa Norte,Corte,51.31,2024-06-21,Cartão
15934,1620,28,Asa Norte,Pigmentação,87.55,2024-12-06,Pix
15935,1468,22,Ceilândia,Barba,43.89,2025-06-14,Pix
15936,2044,16,Ceilândia,Corte,50.6,2025-05-26,Pix
15937,1376,29,Ceilândia,Hidratação,117.28,2024-06-04,Pix
15938,2825,38,Ceilândia,Pigmentação,78.22,2026-02-13,Cartão
15939,1555,37,Asa Norte,Hidratação,69.64,2025-01-31,Dinheiro
15940,1606,31,Asa Norte,Barba,36.34,2026-01-11,Pix
15941,2782,29,Asa Norte,Barba,33.81,2025-10-27,Cartão
15942,1609,2,Ceilândia,Sobrancelha,33.82,2026-01-15,Cartão
15943,455,34,Ceilândia,Sobrancelha,26.96,2024-12-05,Dinheiro
15944,1248,21,Taguatinga,Sobrancelha,24.98,2024-09-30,Pix
15945,212,24,Taguatinga,Sobrancelha,29.3,2024-06-07,Dinheiro
15946,1262,14,Taguatinga,Barba,28.81,2025-03-22,Cartão
15947,75,27,Ceilândia,Sobrancelha,24.17,2025-04-16,Cartão
15948,1242,39,Asa Norte,Hidratação,109.45,2024-12-16,Pix
15949,2388,21,Taguatinga,Sobrancelha,25.14,2024-08-08,Pix
15950,2425,39,Asa Sul,Hidratação,101.45,2026-03-09,Cartão
15951,2120,40,Asa Norte,Corte,67.86,2024-10-22,Pix
15952,1743,18,Asa Sul,Pigmentação,54.58,2024-12-22,Cartão
15953,2887,38,Asa Norte,Pigmentação,80.79,2024-11-04,Cartão
15954,1728,8,Ceilândia,Sobrancelha,28.64,2026-01-14,Pix
15955,91,31,Asa Norte,Corte,46.42,2026-03-25,Pix
15956,2856,7,Ceilândia,Barba,39.18,2026-01-06,Cartão
15957,2284,20,Asa Sul,Sobrancelha,34.66,2025-09-17,Pix
15958,2162,6,Taguatinga,Corte,63.55,2025-09-23,Dinheiro
15959,266,16,Ceilândia,Barba,35.3,2024-10-31,Dinheiro
15960,1627,27,Taguatinga,Pigmentação,55.52,2025-09-07,Pix
15961,19,25,Ceilândia,Sobrancelha,27.86,2025-01-26,Cartão
15962,1758,6,Taguatinga,Corte,45.93,2025-01-08,Cartão
15963,2002,5,Asa Norte,Corte,53.01,2025-10-14,Cartão
15964,395,2,Taguatinga,Corte,66.41,2024-10-29,Pix
15965,1535,40,Asa Norte,Hidratação,86.84,2024-11-01,Pix
15966,2721,37,Asa Sul,Sobrancelha,25.72,2026-05-11,Cartão
15967,615,8,Asa Sul,Barba,31.92,2024-09-28,Dinheiro
15968,889,25,Taguatinga,Barba,32.86,2024-10-13,Dinheiro
15969,2574,38,Taguatinga,Corte,48.04,2025-01-26,Dinheiro
15970,2591,1,Asa Sul,Pigmentação,74.48,2024-11-13,Cartão
15971,782,18,Asa Norte,Pigmentação,57.74,2024-07-16,Cartão
15972,650,11,Taguatinga,Sobrancelha,22.19,2024-11-03,Dinheiro
15973,2259,27,Ceilândia,Sobrancelha,25.0,2024-06-07,Pix
15974,1721,18,Ceilândia,Hidratação,94.27,2025-04-28,Cartão
15975,2877,30,Ceilândia,Barba,39.85,2025-03-02,Cartão
15976,1898,11,Ceilândia,Sobrancelha,22.28,2026-04-30,Pix
15977,2939,23,Asa Norte,Corte,68.45,2025-01-14,Pix
15978,856,14,Asa Norte,Barba,44.32,2025-11-28,Cartão
15979,1449,15,Asa Norte,Corte,67.99,2025-02-15,Pix
15980,1841,28,Ceilândia,Hidratação,82.41,2025-08-08,Dinheiro
15981,1578,22,Asa Sul,Sobrancelha,27.62,2025-03-30,Dinheiro
15982,516,11,Taguatinga,Pigmentação,73.48,2025-09-26,Pix
15983,1688,8,Asa Norte,Pigmentação,68.24,2026-02-01,Cartão
15984,1607,26,Ceilândia,Sobrancelha,30.48,2025-11-24,Pix
15985,186,27,Asa Norte,Pigmentação,55.52,2024-07-12,Pix
15986,2388,37,Asa Norte,Barba,38.22,2026-05-09,Cartão
15987,1964,22,Taguatinga,Pigmentação,68.03,2025-07-10,Pix
15988,2272,4,Taguatinga,Hidratação,84.86,2025-04-02,Dinheiro
15989,2290,14,Ceilândia,Sobrancelha,32.96,2024-11-14,Dinheiro
15990,2876,20,Asa Norte,Corte,40.9,2024-09-17,Pix
15991,1209,18,Taguatinga,Hidratação,74.52,2025-03-30,Cartão
15992,48,7,Taguatinga,Corte,60.68,2026-05-04,Cartão
15993,2914,27,Asa Norte,Sobrancelha,29.97,2026-03-22,Pix
15994,551,27,Asa Norte,Hidratação,112.29,2025-07-21,Cartão
15995,1603,11,Asa Norte,Pigmentação,75.14,2025-07-12,Cartão
15996,938,20,Asa Sul,Barba,35.61,2025-10-15,Cartão
15997,2888,37,Asa Norte,Sobrancelha,25.72,2025-07-17,Pix
15998,2378,15,Ceilândia,Hidratação,63.88,2026-03-16,Cartão
15999,621,5,Taguatinga,Barba,38.34,2025-09-17,Cartão
16000,2650,32,Taguatinga,Sobrancelha,24.9,2024-07-26,Cartão
16001,1493,16,Taguatinga,Hidratação,70.61,2025-06-06,Pix
16002,1742,25,Asa Sul,Sobrancelha,33.09,2024-08-29,Cartão
16003,579,11,Asa Sul,Corte,44.15,2026-02-08,Pix
16004,338,7,Taguatinga,Barba,30.13,2024-12-20,Dinheiro
16005,930,30,Ceilândia,Sobrancelha,31.14,2024-05-16,Cartão
16006,1532,1,Taguatinga,Corte,42.85,2025-08-08,Pix
16007,1218,39,Asa Norte,Corte,69.85,2024-05-13,Pix
16008,2928,4,Ceilândia,Barba,43.78,2026-03-05,Pix
16009,1493,8,Ceilândia,Corte,44.96,2026-02-26,Dinheiro
16010,12,24,Taguatinga,Corte,43.41,2024-11-12,Dinheiro
16011,1755,29,Ceilândia,Pigmentação,68.09,2024-11-13,Cartão
16012,1071,27,Asa Norte,Pigmentação,87.04,2025-08-12,Dinheiro
16013,2311,22,Asa Sul,Barba,31.3,2024-06-23,Pix
16014,1435,30,Ceilândia,Pigmentação,73.83,2024-10-23,Pix
16015,81,24,Ceilândia,Barba,35.76,2024-07-21,Dinheiro
16016,731,8,Taguatinga,Hidratação,101.48,2024-08-02,Pix
16017,630,25,Asa Norte,Barba,35.64,2025-10-12,Cartão
16018,2334,25,Ceilândia,Corte,65.95,2025-08-31,Pix
16019,1396,22,Ceilândia,Corte,68.04,2025-12-13,Dinheiro
16020,2658,4,Taguatinga,Pigmentação,64.98,2026-01-20,Dinheiro
16021,2778,11,Asa Sul,Barba,33.63,2025-04-16,Cartão
16022,2792,9,Asa Sul,Barba,31.9,2024-05-26,Pix
16023,2010,15,Ceilândia,Hidratação,118.22,2025-08-27,Pix
16024,2803,15,Ceilândia,Hidratação,83.91,2025-02-04,Dinheiro
16025,1514,31,Asa Sul,Sobrancelha,31.26,2024-11-18,Cartão
16026,1613,12,Asa Sul,Sobrancelha,31.58,2024-10-21,Dinheiro
16027,2401,10,Taguatinga,Corte,41.56,2025-12-11,Dinheiro
16028,1864,28,Asa Sul,Corte,51.0,2025-06-14,Pix
16029,1152,17,Taguatinga,Pigmentação,89.37,2025-08-21,Pix
16030,985,34,Asa Norte,Corte,53.13,2024-07-06,Dinheiro
16031,126,13,Ceilândia,Sobrancelha,20.74,2025-04-28,Pix
16032,1642,34,Ceilândia,Corte,48.0,2025-05-26,Pix
16033,1871,17,Asa Norte,Hidratação,88.82,2024-12-08,Dinheiro
16034,1475,28,Ceilândia,Corte,67.09,2024-06-27,Pix
16035,1394,29,Asa Sul,Sobrancelha,23.05,2025-09-16,Pix
16036,417,18,Asa Sul,Corte,66.71,2025-11-30,Cartão
16037,2169,24,Taguatinga,Barba,37.73,2025-08-12,Cartão
16038,2375,24,Asa Sul,Pigmentação,73.2,2024-09-28,Cartão
16039,155,15,Asa Sul,Corte,59.58,2026-02-21,Dinheiro
16040,174,25,Ceilândia,Pigmentação,82.74,2025-06-04,Dinheiro
16041,1579,1,Taguatinga,Barba,29.89,2025-05-02,Dinheiro
16042,685,26,Ceilândia,Sobrancelha,23.13,2025-11-01,Dinheiro
16043,2189,27,Asa Sul,Barba,43.91,2024-07-01,Cartão
16044,1272,19,Asa Sul,Barba,41.87,2024-08-08,Dinheiro
16045,1047,38,Asa Norte,Pigmentação,57.45,2025-08-07,Pix
16046,1069,29,Asa Norte,Hidratação,66.25,2025-11-18,Cartão
16047,1897,40,Asa Sul,Corte,47.09,2025-11-27,Pix
16048,1057,7,Taguatinga,Barba,33.45,2026-02-08,Dinheiro
16049,325,6,Ceilândia,Pigmentação,68.34,2025-02-23,Pix
16050,2236,40,Ceilândia,Hidratação,66.65,2026-04-26,Cartão
16051,1979,38,Taguatinga,Pigmentação,88.28,2025-10-10,Cartão
16052,2871,4,Ceilândia,Corte,53.42,2026-02-09,Dinheiro
16053,537,26,Asa Sul,Corte,47.91,2024-09-08,Dinheiro
16054,2254,30,Ceilândia,Sobrancelha,27.06,2024-09-06,Dinheiro
16055,1413,3,Ceilândia,Hidratação,104.81,2024-12-04,Cartão
16056,152,19,Ceilândia,Hidratação,94.97,2025-02-02,Cartão
16057,2209,28,Asa Norte,Corte,46.81,2025-09-15,Pix
16058,731,14,Ceilândia,Hidratação,114.18,2024-06-15,Dinheiro
16059,2534,7,Asa Sul,Corte,57.07,2025-12-05,Pix
16060,1657,19,Asa Norte,Hidratação,110.39,2024-11-28,Cartão
16061,1481,34,Taguatinga,Hidratação,87.63,2024-12-23,Pix
16062,2347,28,Taguatinga,Pigmentação,85.44,2026-03-18,Cartão
16063,2879,10,Ceilândia,Sobrancelha,24.75,2025-11-25,Pix
16064,2462,18,Asa Sul,Pigmentação,60.71,2025-07-10,Dinheiro
16065,2423,18,Asa Norte,Corte,59.42,2024-10-26,Cartão
16066,1178,8,Ceilândia,Barba,37.44,2025-09-07,Pix
16067,800,39,Asa Sul,Barba,28.37,2025-06-06,Cartão
16068,2249,12,Taguatinga,Hidratação,61.88,2025-01-05,Cartão
16069,1315,11,Ceilândia,Hidratação,66.96,2025-12-26,Dinheiro
16070,2323,38,Ceilândia,Barba,42.63,2026-03-22,Dinheiro
16071,268,33,Ceilândia,Corte,64.41,2024-07-20,Cartão
16072,1905,7,Asa Sul,Sobrancelha,20.94,2026-03-06,Dinheiro
16073,1524,40,Taguatinga,Barba,32.17,2025-03-07,Cartão
16074,2961,2,Asa Sul,Pigmentação,68.51,2025-08-22,Cartão
16075,2371,32,Asa Sul,Pigmentação,79.36,2024-09-02,Pix
16076,139,9,Taguatinga,Barba,39.28,2025-01-07,Dinheiro
16077,14,16,Taguatinga,Hidratação,80.67,2026-02-23,Dinheiro
16078,2882,32,Asa Sul,Barba,25.96,2025-06-30,Cartão
16079,1259,1,Taguatinga,Barba,29.54,2024-09-13,Cartão
16080,1597,31,Asa Sul,Corte,51.77,2025-01-06,Cartão
16081,1865,3,Ceilândia,Sobrancelha,28.94,2025-07-15,Pix
16082,232,16,Taguatinga,Hidratação,82.23,2024-10-07,Pix
16083,2906,37,Ceilândia,Pigmentação,74.91,2024-08-22,Dinheiro
16084,135,21,Taguatinga,Sobrancelha,34.86,2025-11-02,Cartão
16085,1542,21,Asa Sul,Pigmentação,81.41,2026-04-03,Pix
16086,2812,20,Asa Sul,Sobrancelha,27.24,2025-04-28,Pix
16087,1663,28,Asa Norte,Pigmentação,61.97,2025-12-05,Dinheiro
16088,600,1,Taguatinga,Sobrancelha,28.0,2026-03-08,Cartão
16089,700,21,Taguatinga,Hidratação,86.73,2025-02-10,Cartão
16090,2707,2,Asa Norte,Sobrancelha,30.54,2025-11-11,Dinheiro
16091,2169,35,Asa Sul,Barba,40.09,2026-02-28,Dinheiro
16092,1135,32,Taguatinga,Hidratação,77.89,2025-09-03,Pix
16093,1676,29,Asa Sul,Pigmentação,89.72,2024-09-05,Dinheiro
16094,508,2,Asa Sul,Pigmentação,71.75,2026-01-11,Pix
16095,2653,4,Ceilândia,Hidratação,67.41,2024-07-04,Pix
16096,573,24,Taguatinga,Hidratação,99.17,2025-10-24,Cartão
16097,898,32,Asa Norte,Barba,39.35,2024-12-30,Pix
16098,2990,19,Asa Norte,Barba,38.52,2025-12-31,Pix
16099,886,10,Asa Norte,Corte,44.77,2025-04-01,Dinheiro
16100,476,39,Asa Norte,Corte,53.54,2025-06-14,Dinheiro
16101,1642,16,Asa Sul,Sobrancelha,25.16,2024-07-08,Dinheiro
16102,1964,13,Asa Norte,Corte,61.44,2026-02-14,Dinheiro
16103,1143,37,Asa Sul,Hidratação,87.99,2024-10-02,Cartão
16104,1281,6,Asa Norte,Sobrancelha,25.04,2025-03-28,Pix
16105,2272,20,Taguatinga,Barba,40.03,2025-09-02,Dinheiro
16106,615,33,Taguatinga,Corte,69.61,2025-10-30,Pix
16107,1573,12,Asa Norte,Hidratação,87.72,2024-12-20,Cartão
16108,1006,16,Asa Norte,Corte,68.62,2024-06-23,Pix
16109,76,39,Taguatinga,Pigmentação,89.33,2026-02-28,Cartão
16110,197,13,Asa Sul,Corte,42.42,2026-04-11,Pix
16111,1319,20,Ceilândia,Pigmentação,74.72,2025-06-22,Cartão
16112,773,19,Asa Sul,Barba,34.4,2025-06-24,Cartão
16113,2669,39,Taguatinga,Hidratação,69.73,2024-09-05,Pix
16114,1145,5,Taguatinga,Barba,36.66,2026-03-26,Pix
16115,2943,14,Taguatinga,Hidratação,111.1,2025-05-25,Cartão
16116,2401,32,Asa Norte,Hidratação,117.55,2024-12-05,Pix
16117,2671,16,Taguatinga,Barba,39.1,2026-02-16,Dinheiro
16118,2249,29,Ceilândia,Hidratação,68.07,2025-06-14,Dinheiro
16119,3000,1,Asa Sul,Corte,55.65,2025-11-24,Dinheiro
16120,1912,15,Asa Norte,Pigmentação,70.28,2025-10-13,Pix
16121,779,4,Taguatinga,Corte,65.49,2026-01-22,Cartão
16122,2620,40,Taguatinga,Pigmentação,67.86,2024-06-11,Dinheiro
16123,497,27,Ceilândia,Barba,44.71,2026-01-17,Dinheiro
16124,866,37,Ceilândia,Barba,32.53,2024-06-27,Cartão
16125,101,2,Asa Norte,Sobrancelha,27.81,2025-02-05,Cartão
16126,2838,20,Ceilândia,Hidratação,83.11,2025-03-01,Dinheiro
16127,1051,39,Asa Norte,Sobrancelha,29.56,2024-07-28,Cartão
16128,411,20,Ceilândia,Sobrancelha,25.99,2025-08-01,Pix
16129,893,34,Asa Norte,Corte,48.51,2025-02-28,Cartão
16130,1062,34,Asa Sul,Barba,33.41,2025-11-06,Dinheiro
16131,1051,14,Ceilândia,Barba,44.88,2025-06-03,Dinheiro
16132,2381,9,Ceilândia,Sobrancelha,29.57,2025-12-16,Cartão
16133,186,32,Ceilândia,Hidratação,83.05,2025-11-25,Cartão
16134,2915,40,Ceilândia,Sobrancelha,32.97,2026-01-11,Dinheiro
16135,2861,11,Asa Norte,Sobrancelha,23.86,2025-01-22,Cartão
16136,828,6,Asa Sul,Barba,36.16,2025-09-07,Dinheiro
16137,869,20,Asa Sul,Pigmentação,57.12,2025-05-20,Pix
16138,914,13,Taguatinga,Pigmentação,79.16,2025-06-10,Cartão
16139,2558,25,Asa Sul,Pigmentação,64.0,2024-11-22,Dinheiro
16140,1719,24,Asa Norte,Hidratação,63.69,2026-04-01,Dinheiro
16141,250,9,Asa Sul,Sobrancelha,30.16,2025-12-20,Pix
16142,881,34,Asa Sul,Hidratação,101.42,2024-07-20,Dinheiro
16143,1721,15,Ceilândia,Hidratação,73.14,2025-01-30,Dinheiro
16144,362,23,Ceilândia,Sobrancelha,34.21,2025-01-09,Pix
16145,2371,6,Asa Norte,Hidratação,98.51,2026-04-15,Dinheiro
16146,510,27,Taguatinga,Hidratação,70.59,2025-05-07,Pix
16147,2615,15,Ceilândia,Sobrancelha,31.45,2025-06-10,Pix
16148,373,21,Asa Norte,Hidratação,74.3,2026-01-23,Cartão
16149,2273,11,Taguatinga,Sobrancelha,27.45,2025-06-14,Cartão
16150,441,11,Ceilândia,Sobrancelha,32.95,2025-12-02,Dinheiro
16151,990,13,Ceilândia,Barba,32.07,2025-07-02,Cartão
16152,921,34,Asa Sul,Corte,46.19,2025-10-28,Pix
16153,1262,25,Asa Sul,Hidratação,101.3,2026-03-12,Cartão
16154,415,3,Taguatinga,Corte,51.05,2024-08-19,Pix
16155,770,26,Taguatinga,Sobrancelha,25.28,2025-07-06,Cartão
16156,2756,23,Taguatinga,Hidratação,93.32,2024-09-04,Dinheiro
16157,1129,10,Ceilândia,Sobrancelha,31.88,2025-06-20,Cartão
16158,1429,3,Taguatinga,Barba,33.71,2026-02-27,Dinheiro
16159,2588,22,Taguatinga,Barba,32.36,2024-06-05,Cartão
16160,738,21,Asa Norte,Corte,65.64,2024-11-22,Dinheiro
16161,2450,27,Taguatinga,Sobrancelha,34.63,2024-09-27,Cartão
16162,2149,33,Asa Sul,pigmentaçao,75.01,2025-11-20,Dinheiro
16163,1345,9,Ceilândia,Pigmentação,65.92,2025-08-11,Pix
16164,551,16,Asa Sul,Pigmentação,62.97,2024-10-14,Pix
16165,2499,37,Asa Sul,Barba,44.07,2025-01-17,Dinheiro
16166,145,30,Taguatinga,Barba,33.22,2024-09-30,Pix
16167,2753,9,Asa Sul,Hidratação,99.45,2025-01-29,Pix
16168,2160,38,Asa Norte,Hidratação,75.9,2026-02-08,Pix
16169,2403,33,Asa Sul,Pigmentação,72.62,2025-03-18,Dinheiro
16170,2398,21,Ceilândia,Barba,40.87,2025-09-30,Dinheiro
16171,444,24,Taguatinga,Pigmentação,51.15,2024-08-25,Dinheiro
16172,2072,13,Asa Sul,Sobrancelha,20.49,2024-07-09,Cartão
16173,1660,29,Taguatinga,Pigmentação,83.62,2024-05-24,Cartão
16174,81,25,Taguatinga,Corte,47.84,2024-11-04,Dinheiro
16175,2663,29,Asa Norte,Barba,26.56,2025-03-11,Pix
16176,414,35,Ceilândia,Barba,38.18,2025-09-28,Dinheiro
16177,1407,1,Asa Norte,Hidratação,79.82,2025-01-29,Cartão
16178,1622,35,Taguatinga,Pigmentação,69.39,2024-12-19,Cartão
16179,1810,30,Taguatinga,Sobrancelha,25.86,2024-05-19,Cartão
16180,2000,6,Asa Sul,Barba,31.06,2024-07-04,Dinheiro
16181,1906,10,Taguatinga,Pigmentação,53.01,2025-08-30,Dinheiro
16182,2442,31,Asa Norte,Barba,33.41,2025-02-08,Cartão
16183,1110,27,Asa Sul,Corte,68.74,2024-09-14,Cartão
16184,940,39,Ceilândia,Hidratação,113.67,2024-11-14,Cartão
16185,2719,24,Asa Sul,Hidratação,87.87,2025-06-29,Cartão
16186,960,38,Ceilândia,Corte,40.14,2025-03-30,Dinheiro
16187,405,16,Taguatinga,Corte,42.6,2025-08-07,Dinheiro
16188,1028,21,Asa Norte,Pigmentação,89.87,2024-12-24,Cartão
16189,1224,28,Taguatinga,Sobrancelha,34.53,2025-08-02,Dinheiro
16190,2122,3,Taguatinga,Barba,26.17,2025-05-22,Cartão
16191,2182,33,Taguatinga,Corte,42.66,2024-09-20,Pix
16192,2356,9,Taguatinga,Corte,41.52,2026-05-11,Cartão
16193,1954,23,Asa Sul,Sobrancelha,28.85,2025-04-06,Dinheiro
16194,1738,30,Ceilândia,Sobrancelha,23.24,2025-04-20,Pix
16195,2254,25,Taguatinga,Pigmentação,77.35,2026-02-18,Pix
16196,1418,21,Asa Norte,Barba,32.59,2025-02-15,Dinheiro
16197,1183,37,Ceilândia,Corte,64.95,2024-09-12,Cartão
16198,1683,17,Asa Norte,Hidratação,116.78,2025-11-27,Cartão
16199,2883,3,Ceilândia,Hidratação,101.9,2025-01-10,Pix
16200,506,15,Asa Sul,Hidratação,76.78,2025-06-26,Pix
16201,371,39,Taguatinga,Sobrancelha,28.12,2025-06-08,Pix
16202,2134,1,Ceilândia,Sobrancelha,21.28,2024-11-12,Pix
16203,1064,27,Taguatinga,Hidratação,98.86,2025-03-02,Pix
16204,1411,1,Asa Sul,Pigmentação,88.22,2025-09-22,Dinheiro
16205,1468,1,Taguatinga,Barba,41.24,2025-05-09,Pix
16206,442,15,Asa Sul,Hidratação,81.12,2025-03-22,Cartão
16207,1968,23,Taguatinga,Corte,53.6,2025-05-07,Cartão
16208,1446,40,Asa Norte,Barba,34.21,2025-03-24,Pix
16209,1754,35,Taguatinga,Hidratação,76.93,2026-04-21,Dinheiro
16210,716,33,Ceilândia,Hidratação,88.31,2025-07-28,Cartão
16211,1041,38,Taguatinga,Sobrancelha,31.34,2025-02-14,Pix
16212,786,12,Ceilândia,Corte,48.72,2024-08-16,Pix
16213,1779,13,Ceilândia,Hidratação,85.61,2025-05-26,Pix
16214,111,27,Asa Sul,Sobrancelha,29.79,2025-01-05,Pix
16215,2903,34,Asa Sul,Sobrancelha,32.03,2025-12-20,Dinheiro
16216,2652,38,Asa Sul,Hidratação,93.99,2025-09-01,Dinheiro
16217,166,38,Taguatinga,Sobrancelha,33.14,2024-07-30,Cartão
16218,2321,17,Asa Sul,Barba,43.24,2026-03-09,Pix
16219,989,26,Asa Norte,Hidratação,95.37,2025-05-04,Dinheiro
16220,1305,12,Ceilândia,Sobrancelha,27.01,2025-01-01,Pix
16221,1662,25,Taguatinga,Corte,57.64,2024-08-18,Pix
16222,662,26,Asa Norte,Hidratação,97.58,2025-12-10,Dinheiro
16223,1116,25,Asa Norte,Barba,38.75,2026-04-14,Cartão
16224,2528,17,Asa Norte,Corte,52.39,2024-09-17,Dinheiro
16225,519,35,Asa Sul,Pigmentação,57.75,2024-06-15,Dinheiro
16226,1027,28,Taguatinga,Sobrancelha,33.94,2024-08-14,Pix
16227,1356,34,Asa Sul,Corte,40.87,2025-03-24,Cartão
16228,2595,6,Asa Sul,Hidratação,119.08,2025-10-08,Pix
16229,451,28,Ceilândia,Sobrancelha,29.03,2024-09-17,Dinheiro
16230,2070,39,Asa Sul,Sobrancelha,31.81,2026-04-10,Dinheiro
16231,2347,14,Asa Sul,Barba,44.29,2025-02-01,Pix
16232,791,14,Asa Norte,Sobrancelha,28.17,2026-03-02,Pix
16233,409,40,Ceilândia,Hidratação,69.75,2025-10-17,Pix
16234,213,32,Taguatinga,Sobrancelha,21.87,2024-11-21,Cartão
16235,2331,7,Taguatinga,Hidratação,80.45,2026-03-07,Pix
16236,254,4,Asa Sul,Sobrancelha,30.28,2025-07-09,Cartão
16237,799,29,Asa Sul,Hidratação,73.82,2026-03-23,Pix
16238,273,33,Asa Norte,Corte,56.63,2024-09-05,Pix
16239,1594,30,Ceilândia,Barba,27.4,2024-11-22,Cartão
16240,1518,21,Taguatinga,Barba,27.99,2025-06-25,Dinheiro
16241,646,9,Asa Norte,Hidratação,113.4,2024-12-19,Dinheiro
16242,1742,16,Taguatinga,Corte,50.82,2025-02-09,Dinheiro
16243,1464,12,Asa Norte,Hidratação,78.34,2026-02-09,Cartão
16244,1160,26,Asa Norte,Hidratação,74.93,2024-07-30,Dinheiro
16245,1639,3,Asa Sul,Corte,53.31,2025-08-18,Pix
16246,555,29,Taguatinga,Corte,49.29,2024-08-19,Pix
16247,2643,33,Asa Norte,Pigmentação,58.38,2024-10-15,Dinheiro
16248,107,7,Asa Sul,Barba,32.74,2024-07-07,Dinheiro
16249,2250,39,Asa Sul,Hidratação,60.58,2025-03-09,Cartão
16250,24,9,Asa Sul,Pigmentação,73.42,2025-07-10,Pix
16251,2612,1,Asa Sul,Pigmentação,62.01,2025-04-30,Dinheiro
16252,1851,8,Asa Sul,Sobrancelha,21.67,2025-01-28,Cartão
16253,771,17,Asa Sul,Barba,44.88,2026-03-27,Dinheiro
16254,417,36,Asa Norte,Pigmentação,83.47,2024-10-22,Pix
16255,1852,28,Asa Norte,Pigmentação,77.45,2025-09-05,Dinheiro
16256,2999,13,Ceilândia,Pigmentação,79.82,2026-01-16,Cartão
16257,911,29,Taguatinga,Pigmentação,60.72,2025-03-27,Dinheiro
16258,524,19,Asa Norte,Hidratação,102.14,2024-12-30,Cartão
16259,890,23,Asa Sul,Barba,41.56,2025-06-20,Dinheiro
16260,2128,35,Taguatinga,Barba,42.71,2025-02-17,Pix
16261,1241,30,Asa Norte,Pigmentação,76.92,2025-12-12,Pix
16262,2968,15,Taguatinga,Pigmentação,55.12,2024-12-27,Pix
16263,1312,37,Taguatinga,Pigmentação,61.64,2025-07-18,Dinheiro
16264,1089,23,Asa Sul,Corte,49.57,2025-01-19,Dinheiro
16265,1766,34,Ceilândia,Barba,41.43,2025-11-10,Pix
16266,1605,23,Ceilândia,Hidratação,95.95,2025-03-08,Pix
16267,1863,19,Taguatinga,Pigmentação,75.21,2025-05-03,Cartão
16268,235,14,Ceilândia,Sobrancelha,26.2,2026-04-17,Pix
16269,2360,11,Taguatinga,Corte,42.0,2024-07-22,Pix
16270,259,11,Taguatinga,Pigmentação,57.07,2025-06-12,Cartão
16271,2092,5,Asa Norte,Corte,56.89,2026-03-30,Pix
16272,1599,22,Taguatinga,Sobrancelha,29.04,2025-12-09,Pix
16273,1575,6,Asa Sul,Sobrancelha,32.53,2024-07-12,Dinheiro
16274,319,7,Asa Norte,Barba,32.23,2025-11-21,Pix
16275,1779,16,Asa Sul,Sobrancelha,33.04,2025-07-26,Dinheiro
16276,2594,24,Asa Sul,Barba,43.81,2026-03-15,Dinheiro
16277,2020,17,Ceilândia,Hidratação,114.02,2025-06-28,Pix
16278,2475,34,Asa Norte,Barba,32.83,2026-01-13,Cartão
16279,2652,6,Taguatinga,Corte,61.91,2026-04-27,Cartão
16280,2128,11,Taguatinga,Pigmentação,69.7,2024-08-05,Pix
16281,1230,17,Asa Sul,Pigmentação,77.65,2025-04-29,Pix
16282,1858,11,Asa Norte,Sobrancelha,31.18,2025-01-11,Cartão
16283,562,31,Asa Sul,Barba,25.76,2024-10-11,Pix
16284,2716,14,Ceilândia,Barba,37.16,2026-04-25,Cartão
16285,906,1,Asa Norte,Pigmentação,87.88,2025-12-15,Dinheiro
16286,633,22,Asa Norte,Hidratação,94.21,2024-09-24,Pix
16287,1081,11,Taguatinga,Hidratação,94.4,2025-11-30,Pix
16288,1657,24,Taguatinga,Pigmentação,56.34,2025-07-09,Dinheiro
16289,2013,21,Asa Norte,Hidratação,72.82,2024-11-09,Pix
16290,2677,17,Ceilândia,Barba,42.13,2025-05-30,Cartão
16291,1428,13,Taguatinga,Pigmentação,-50.0,2025-10-25,Pix
16292,2227,38,Asa Norte,Hidratação,67.58,2024-10-29,Pix
